Employee_ID,Name,Department,Role,Date_of_Joining,Salary,Gender,Age,Education_Level
356,Kathleen Barton,HR,Executive,17-02-2023,91215,Unknown,29,Bachelors
357,Megan Estrada,Sales,Intern,23-03-2023,136956,Female,52,Masters
358,Taylor Hayes,Sales,Associate,09-09-2019,110360,Unknown,35,Bachelors
359,Kerri Martinez,Operations,Analyst,22-06-2019,188117,Female,47,Masters
360,Elaine Nguyen,Operations,Intern,27-09-2016,57076,Female,24,PhD
361,Rebekah Stanley,Sales,Analyst,24-03-2017,169883,Unknown,35,Bachelors
362,Mrs. Nicole Curry,Sales,Analyst,29-08-2017,42867,Female,50,Bachelors
363,Kelly Scott,Sales,Associate,06-07-2021,193324,Female,34,Bachelors
364,Sabrina Parsons,Finance,Executive,13-07-2024,108006,Female,26,Bachelors
365,Eric Butler,Marketing,Associate,04-06-2019,169783,Unknown,39,PhD
366,Mathew Smith,HR,Manager,16-03-2024,155681,Female,30,Bachelors
367,Suzanne Sanders,Sales,Executive,04-08-2022,114289,Female,42,PhD
368,Tracie Owens,HR,Associate,25-08-2025,70695,Unknown,29,Masters
369,Spencer Morgan,Finance,Manager,17-04-2023,108006,Female,38,Bachelors
370,Mark Anderson,Operations,Executive,21-07-2020,136082,Female,42,PhD
371,Joan Shields,Sales,Analyst,15-02-2022,93232,Unknown,33,Bachelors
372,Valerie Pena,Sales,Analyst,02-01-2021,64681,Unknown,49,Bachelors
373,Lisa Byrd,Operations,Associate,24-12-2019,183698,Male,58,Bachelors
374,Leslie Hunter,Operations,Intern,28-06-2018,91844,Female,31,Bachelors
375,Willie Arroyo,Sales,Intern,15-12-2016,175342,Male,52,Masters
376,Cody Barr,Marketing,Analyst,04-10-2019,178036,Unknown,28,Bachelors
377,Lisa Padilla,Marketing,Analyst,11-11-2018,67044,Unknown,48,Masters
378,Michael Cain,Sales,Intern,06-12-2016,105715,Female,22,Masters
379,Aaron Thomas,Operations,Intern,12-03-2022,196589,Male,31,Bachelors
380,Nicholas Morris,Sales,Intern,15-07-2016,131754,Male,48,Masters
381,David Davis,Marketing,Manager,14-12-2021,108077,Male,48,Masters
382,Bethany Smith,IT,Intern,04-05-2020,172180,Female,35,Bachelors
383,Roberto Hendrix,Finance,Manager,06-04-2018,108006,Unknown,41,Masters
384,April Burgess,Sales,Associate,12-11-2022,63276,Unknown,53,PhD
385,Lori Barker,Sales,Associate,29-09-2022,162610,Male,23,Masters
386,Denise Hicks,IT,Manager,21-03-2018,105225,Unknown,57,Masters
387,Tony Mitchell,Marketing,Intern,28-01-2025,63919,Unknown,38,Bachelors
388,Marc Anderson,Sales,Analyst,29-09-2022,100305,Female,53,Bachelors
389,John Castro,HR,Associate,06-06-2020,129303,Male,34,Bachelors
390,Clifford Khan,Marketing,Intern,07-10-2022,86408,Female,22,PhD
391,Robert Olson,Marketing,Executive,13-03-2022,157426,Male,31,Bachelors
392,Danny Elliott,Finance,Manager,25-02-2021,122036,Male,41,PhD
393,Stacy Olson,Sales,Associate,18-08-2021,193324,Unknown,56,Bachelors
394,Michael Sullivan,Operations,Executive,13-01-2025,76220,Female,48,PhD
395,William Jacobs,Sales,Associate,22-02-2017,55991,Female,25,Masters
396,Wendy Holmes,Sales,Analyst,03-07-2024,186989,Female,28,PhD
397,Erica Fields PhD,Sales,Associate,09-07-2019,89778,Unknown,30,Masters
398,Lisa Fisher MD,Finance,Analyst,31-05-2025,91842,Female,60,Bachelors
399,Gina Lloyd,Sales,Intern,24-01-2019,177265,Unknown,56,PhD
400,Raymond Byrd,IT,Intern,16-11-2018,124767,Unknown,44,Masters
401,Amanda Williams,Sales,Intern,26-06-2020,176510,Male,30,Masters
402,Scott King,Marketing,Intern,22-12-2024,153489,Female,23,Bachelors
403,Monica Rogers,Operations,Intern,01-02-2024,111579,Male,39,Bachelors
404,Dean Sloan,Sales,Associate,06-01-2016,108513,Female,44,Bachelors
405,Mitchell Montoya,Finance,Executive,06-05-2018,121176,Female,49,Bachelors
406,William Zimmerman,Marketing,Analyst,12-11-2015,133998,Female,52,Bachelors
407,Kimberly Powell,Finance,Analyst,10-11-2016,40442,Male,23,PhD
408,Tina Diaz,Finance,Analyst,24-07-2017,96897,Unknown,33,Bachelors
409,Angela Robinson,IT,Associate,26-07-2020,190133,Unknown,46,PhD
410,Jose Franklin,HR,Executive,12-12-2017,121829,Female,35,Masters
411,Robert Simmons,HR,Manager,25-09-2017,100843,Female,26,Bachelors
412,Patrick Rivera,Finance,Executive,07-10-2022,127493,Unknown,36,Bachelors
413,John Kelly,Sales,Intern,21-03-2024,193324,Female,49,Bachelors
414,John Huff,Sales,Analyst,28-11-2018,179524,Male,39,Bachelors
415,Richard Romero,Sales,Executive,21-06-2016,65098,Male,38,Masters
416,Alan Robinson,Sales,Manager,16-02-2024,193324,Male,26,Masters
417,Matthew Ibarra,Finance,Intern,02-01-2020,108006,Female,34,PhD
418,Danny Warren,Sales,Executive,31-05-2024,86358,Male,45,Bachelors
419,Matthew Gutierrez,Sales,Associate,16-01-2020,193324,Male,34,Bachelors
420,Lisa Mitchell,Sales,Analyst,05-10-2023,44955,Female,34,Masters
421,William Lewis,Finance,Intern,10-03-2023,73939,Unknown,28,Bachelors
422,Brooke Parker,IT,Executive,23-06-2019,38328,Unknown,43,Bachelors
423,Jeremy Warren,HR,Intern,18-12-2023,100463,Female,54,Bachelors
424,Janet Jackson,Sales,Manager,23-02-2021,67158,Unknown,58,Bachelors
425,Bradley Meyers,Sales,Intern,19-09-2016,173888,Female,47,Bachelors
426,Abigail Acosta,Finance,Intern,03-01-2024,159048,Male,51,PhD
427,Bonnie Burke,IT,Manager,19-05-2024,151948,Unknown,42,Bachelors
428,Megan Smith,Sales,Manager,11-09-2021,30717,Female,39,PhD
429,Nicholas Stevens,HR,Executive,27-07-2025,163653,Male,54,PhD
430,Henry Williams,Finance,Executive,09-07-2020,67548,Male,32,Bachelors
431,Richard Alvarado,Sales,Manager,20-10-2024,109698,Unknown,40,PhD
432,Rebecca Shaw MD,Sales,Executive,08-05-2024,163962,Male,26,Masters
433,Catherine Harris,IT,Manager,20-10-2015,178961,Female,31,Bachelors
434,Mary Schultz,Sales,Analyst,22-07-2025,98975,Female,33,Bachelors
435,Douglas Horne II,Operations,Manager,31-05-2023,138944,Unknown,24,PhD
436,Corey Brown,Sales,Executive,24-03-2020,193324,Male,44,Masters
437,Lori Berry,Sales,Intern,21-10-2019,57216,Male,52,Bachelors
438,Maria Moore,Sales,Analyst,19-11-2022,165958,Unknown,26,Bachelors
439,Christopher Guerrero,IT,Manager,14-06-2023,95133,Male,40,Bachelors
440,Samantha Blackwell,Sales,Executive,25-04-2024,30203,Unknown,57,Bachelors
441,Kelsey Bailey,Sales,Associate,06-09-2025,146525,Unknown,25,Masters
442,Michael Cook,Marketing,Intern,27-02-2024,128046,Unknown,60,Bachelors
443,Gregory Johnson,Finance,Analyst,19-10-2019,150721,Unknown,22,PhD
444,Cole Chavez,Marketing,Manager,08-06-2020,194796,Unknown,50,Bachelors
445,Tracy Thornton,Sales,Analyst,05-06-2019,109818,Male,36,PhD
446,Ronald Miller,Finance,Analyst,02-01-2025,73469,Male,29,Bachelors
447,Barbara Johnson,Marketing,Manager,29-03-2022,157314,Unknown,40,Masters
448,Jamie Glenn,Sales,Associate,24-11-2024,117959,Unknown,56,Masters
449,Amanda Williams,Sales,Analyst,29-03-2024,166304,Male,58,PhD
450,Travis Welch,Marketing,Executive,06-07-2018,146136,Female,47,PhD
451,Danielle Griffin,Finance,Executive,29-03-2017,190949,Unknown,53,Bachelors
452,Samantha West,Marketing,Associate,21-07-2016,42192,Male,35,Bachelors
453,Kyle Gomez,Operations,Manager,03-07-2020,111579,Female,57,Bachelors
454,Amanda Davis,Operations,Manager,24-04-2025,138106,Male,50,PhD
455,Mr. Jacob Baker,Sales,Intern,01-05-2021,128000,Female,22,Bachelors
456,Melissa Smith,IT,Associate,23-03-2025,190840,Male,27,Bachelors
457,Bryan Wright,IT,Associate,01-08-2017,158308,Unknown,31,PhD
458,Angela Charles,Finance,Associate,11-06-2019,113014,Male,58,Bachelors
459,Douglas Jimenez,Sales,Analyst,24-05-2022,144879,Female,36,Bachelors
460,Donna Ball,IT,Manager,04-05-2018,41349,Female,41,PhD
461,Justin King,Finance,Intern,19-05-2017,108006,Unknown,37,PhD
462,Carol Mcclain,Sales,Manager,23-02-2016,184813,Unknown,23,Bachelors
463,Joshua Robbins,Sales,Manager,04-08-2018,151015,Unknown,47,Masters
464,Christine Dennis,Sales,Executive,09-11-2019,146841,Male,31,Bachelors
465,Jessica Moore,Operations,Executive,10-12-2019,66683,Female,48,Bachelors
466,Joseph Lopez,Sales,Executive,08-06-2025,36587,Male,57,Masters
467,William Morales,Sales,Associate,02-02-2022,139373,Female,41,Bachelors
468,Michelle Guerrero,HR,Manager,02-03-2017,50789,Male,56,Bachelors
469,Kim Espinoza,Finance,Associate,22-10-2016,108006,Female,23,Masters
470,Roberta Ferguson,Sales,Executive,13-04-2016,93909,Female,43,Masters
471,Suzanne Walker,Sales,Analyst,22-04-2019,180872,Unknown,26,PhD
472,Ashley Tate,HR,Associate,22-07-2024,71235,Male,37,Bachelors
473,Tina Wright DDS,Sales,Intern,31-05-2019,99504,Unknown,23,Bachelors
474,Sarah Crawford,Sales,Analyst,24-04-2016,179180,Unknown,22,Bachelors
475,Thomas Reynolds,HR,Executive,09-08-2024,112806,Unknown,56,Bachelors
476,Brittney Gonzalez,Operations,Executive,08-04-2018,61027,Male,36,PhD
477,Michael Cantrell,Marketing,Associate,17-10-2015,180528,Male,59,Bachelors
478,Sarah Norton,Sales,Associate,02-04-2025,58054,Male,60,Bachelors
479,Brittany Holt,Sales,Analyst,12-07-2020,120610,Male,54,Bachelors
480,Gary Scott,Finance,Intern,25-03-2021,121198,Male,50,Bachelors
481,Natalie Sellers,Sales,Analyst,10-08-2019,161379,Unknown,27,Bachelors
482,Brittney Irwin,Finance,Associate,01-02-2017,188395,Female,33,PhD
483,Sarah Alexander,Marketing,Analyst,30-04-2020,35698,Unknown,23,Bachelors
484,Christina Martinez,Sales,Executive,21-01-2018,74041,Unknown,49,Bachelors
485,Rachel Washington,Sales,Manager,24-04-2025,40703,Unknown,53,PhD
486,Daniel Montes,HR,Manager,03-01-2021,151987,Female,46,Masters
487,Annette Morgan,Sales,Executive,05-04-2023,43780,Unknown,58,Masters
488,Michael Silva,Operations,Executive,13-08-2016,84195,Unknown,55,Bachelors
489,Jared Fleming,Sales,Executive,11-02-2018,55464,Unknown,40,Bachelors
490,Scott Williams,IT,Executive,18-09-2025,98309,Female,51,Bachelors
491,Amy Williams,Sales,Intern,04-03-2016,165370,Female,41,PhD
492,Ashley Ramirez,IT,Analyst,17-08-2021,173670,Female,47,PhD
493,Christine Nguyen,HR,Analyst,05-07-2022,151724,Unknown,57,Bachelors
494,Heather Newman,Sales,Executive,30-03-2024,113639,Female,35,Bachelors
495,Melissa Orr PhD,HR,Associate,22-12-2023,105886,Male,45,PhD
496,Joel Williams,Sales,Associate,03-07-2025,147509,Unknown,31,Bachelors
497,Alicia Gonzalez,Sales,Associate,17-03-2019,152650,Female,50,Bachelors
498,Lisa Davis,IT,Executive,16-07-2021,159593,Unknown,50,Bachelors
499,Kathryn Black,Sales,Manager,04-08-2024,193324,Male,52,Bachelors
500,Brooke Hernandez,IT,Analyst,10-08-2020,42306,Female,37,Masters
501,Richard Nunez,HR,Intern,25-06-2023,52908,Unknown,29,Masters
502,Amanda Jimenez,Marketing,Analyst,09-08-2016,139708,Female,50,Masters
503,Alicia Smith,Sales,Intern,21-12-2021,174771,Unknown,51,Bachelors
504,Todd Floyd,Operations,Executive,23-04-2024,33558,Female,54,Bachelors
505,Luke Wallace,Finance,Manager,13-02-2016,105209,Unknown,44,Bachelors
506,Kelly Rich,Sales,Intern,10-11-2016,193324,Unknown,60,Masters
507,Rebecca Hawkins,Operations,Associate,17-11-2024,71247,Female,51,Masters
508,Diana Robbins,Operations,Analyst,20-02-2022,164794,Male,48,Bachelors
509,Mark Wilkerson,Sales,Analyst,16-09-2021,123474,Unknown,50,Bachelors
510,Nicole Johnson,Marketing,Intern,25-12-2020,120868,Unknown,49,Masters
511,Sally Allen,Sales,Intern,04-01-2021,76806,Unknown,55,Masters
512,Patricia Duncan,Marketing,Associate,17-01-2016,162681,Unknown,52,Masters
513,Casey Young,Sales,Intern,16-04-2023,68346,Male,42,Masters
514,Christopher Carter,Sales,Executive,26-06-2016,77947,Female,22,Bachelors
515,Michael Rivera,HR,Executive,24-12-2021,183903,Female,22,Bachelors
516,Carolyn Arnold,HR,Analyst,15-11-2021,62766,Female,53,Masters
517,Claudia Perez,Operations,Executive,11-01-2024,58202,Male,22,Masters
518,Mr. James Woods,Finance,Manager,04-05-2023,124283,Unknown,37,Masters
519,Roger Francis,Sales,Executive,06-12-2023,145657,Male,30,Bachelors
520,Amber Williams,HR,Manager,27-10-2022,150243,Unknown,56,Bachelors
521,William Brown,HR,Executive,12-03-2016,71743,Male,39,Masters
522,Mr. Jeremy Smith,Finance,Analyst,25-01-2020,36364,Male,37,Masters
523,Lisa Wilcox,Finance,Analyst,15-02-2023,113793,Female,27,PhD
524,Charles Myers,HR,Intern,09-05-2020,150617,Unknown,32,PhD
525,Ashley Mcclain,IT,Intern,07-06-2016,84460,Unknown,23,Bachelors
526,Sophia Costa,Finance,Intern,23-08-2022,199823,Unknown,56,PhD
527,Derek Frank,IT,Intern,04-04-2025,61831,Female,37,Bachelors
528,Alan Adkins,Sales,Executive,31-01-2019,193324,Female,49,Masters
529,Terry Montoya,Sales,Intern,12-03-2023,76250,Female,44,Masters
530,Marie Taylor,Finance,Executive,08-10-2022,45029,Male,37,Bachelors
531,Shane Case,Sales,Executive,29-12-2023,178725,Female,46,Bachelors
532,Joshua Edwards,Marketing,Manager,04-05-2022,124543,Unknown,30,Bachelors
533,Michaela Young,Operations,Associate,01-03-2016,56270,Unknown,26,Masters
534,Donna Mitchell,IT,Intern,08-01-2024,97708,Unknown,60,Bachelors
535,Patrick Freeman,Sales,Manager,28-03-2022,171625,Unknown,54,Bachelors
536,Alejandro Mosley,IT,Analyst,11-04-2024,161004,Unknown,54,Masters
537,Tara Gibson,Marketing,Manager,29-10-2018,110165,Unknown,22,PhD
538,Samantha Love,Sales,Executive,23-03-2023,102684,Unknown,60,PhD
539,Andrew Conway,HR,Analyst,10-06-2021,67419,Unknown,39,Bachelors
540,Angie Roberts,Marketing,Associate,13-02-2018,111845,Unknown,35,PhD
541,Steve Franklin,Sales,Manager,28-08-2020,109788,Male,49,Bachelors
542,Kevin Delgado,Sales,Associate,09-12-2022,165150,Female,56,PhD
543,Joseph Davis,Finance,Associate,09-12-2016,64754,Female,22,PhD
544,Richard Bass,Sales,Manager,28-08-2016,124913,Female,31,Bachelors
545,Kathleen Newman,Finance,Associate,07-06-2024,108006,Unknown,59,Masters
546,Karen Meyers,Sales,Associate,11-09-2017,105986,Female,24,Bachelors
547,Daniel King,Marketing,Intern,03-03-2024,100411,Unknown,57,Bachelors
548,Carrie Juarez,Sales,Executive,14-10-2016,173326,Female,24,PhD
549,Christina Miller,HR,Analyst,03-01-2018,31893,Female,42,Masters
550,Chelsea Evans,Operations,Analyst,28-07-2016,111579,Unknown,24,Bachelors
551,Anthony Rojas,Sales,Analyst,30-10-2019,188124,Male,59,Masters
552,Zachary Moore,Operations,Analyst,13-08-2025,76546,Male,29,PhD
553,Christopher Cox,Sales,Associate,09-02-2017,193324,Male,54,Bachelors
554,Jenny Turner,Operations,Analyst,13-06-2024,175486,Female,55,PhD
555,Pamela Hughes,HR,Intern,14-06-2019,86809,Unknown,51,Masters
556,Michelle Hancock,Sales,Associate,11-01-2018,39121,Unknown,48,PhD
557,Felicia Friedman,Sales,Manager,31-08-2017,31539,Male,25,Bachelors
558,Jacob Montgomery,Sales,Manager,13-04-2019,38947,Unknown,57,Bachelors
559,Sarah Smith,Sales,Executive,24-06-2022,193324,Female,60,Masters
560,Linda Shaw,Operations,Manager,12-10-2016,161764,Male,50,Bachelors
561,Christopher Mahoney,Sales,Analyst,31-10-2019,156700,Male,40,Masters
562,Brooke Allen,IT,Associate,14-01-2019,173670,Male,36,Bachelors
563,Jesse Oconnor,Sales,Intern,10-09-2025,178725,Male,57,PhD
564,Cameron Alvarez,IT,Associate,17-06-2017,185918,Female,25,Bachelors
565,Gabriel Jackson,Marketing,Executive,18-05-2016,57843,Unknown,28,Masters
566,Phillip Washington,Sales,Manager,14-09-2017,91822,Male,54,Masters
567,Jonathan Jackson,Sales,Manager,08-12-2015,117593,Female,24,Masters
568,James Vargas,Sales,Executive,25-11-2016,148542,Female,27,Bachelors
569,Bonnie Elliott,Marketing,Analyst,29-06-2025,130699,Female,39,Masters
570,Bernard Davis,Operations,Executive,04-12-2015,106946,Male,40,Bachelors
571,Dustin Miller,Finance,Associate,04-11-2016,87174,Female,27,Bachelors
572,Michael Long,Sales,Analyst,12-09-2021,148128,Male,46,Bachelors
573,Miranda Lee,Marketing,Analyst,06-11-2016,56026,Unknown,49,Masters
574,Joshua Brooks,Sales,Intern,21-04-2016,95066,Unknown,34,Bachelors
575,Peter Turner,Finance,Associate,06-01-2022,116126,Male,42,PhD
576,Robin Garcia,Sales,Executive,10-10-2016,109823,Male,43,Bachelors
577,Lori Peterson,Sales,Intern,24-01-2017,72814,Female,44,Bachelors
578,Jennifer Smith,Operations,Analyst,09-06-2020,39943,Unknown,54,Bachelors
579,Julie Underwood,HR,Associate,14-12-2024,181990,Unknown,42,Bachelors
580,Danny Clark,Sales,Intern,12-01-2018,49023,Male,53,Bachelors
581,Dawn Norris,Operations,Analyst,25-12-2016,38876,Male,23,PhD
582,Michael Alexander,IT,Analyst,27-01-2017,40304,Unknown,48,Bachelors
583,Sara Houston,Sales,Intern,19-02-2016,167046,Female,36,PhD
584,Bailey Miller,Finance,Executive,22-02-2020,108006,Male,29,Bachelors
585,Karen Ramsey,Operations,Manager,16-11-2020,81137,Female,60,Bachelors
586,Timothy Thomas,Marketing,Manager,05-09-2025,162450,Male,31,PhD
587,Ashlee Jacobson,Operations,Intern,16-03-2016,155629,Male,41,Bachelors
588,Lisa Jennings,Marketing,Manager,17-02-2020,101154,Unknown,31,Bachelors
589,Sergio Anderson,Marketing,Executive,11-04-2020,120868,Unknown,34,Masters
590,Christie Larson,HR,Analyst,03-05-2021,44175,Male,56,Masters
591,Diana Carpenter,Finance,Intern,01-05-2024,191096,Male,43,Masters
592,Matthew Richards,Sales,Analyst,19-09-2016,126502,Female,28,Masters
593,Alexander Brown,Finance,Intern,11-05-2016,144159,Unknown,43,Masters
594,Jerry Fernandez,Sales,Associate,31-05-2017,68498,Female,35,Bachelors
595,James Howard,Sales,Executive,30-06-2024,188849,Male,52,Bachelors
596,James Harrison,Finance,Associate,16-02-2021,55363,Female,36,Bachelors
597,Frances Molina,Sales,Executive,01-03-2017,31605,Male,39,Bachelors
598,Theresa Jones,Sales,Executive,17-09-2023,129694,Female,46,PhD
599,Sarah Rich,Sales,Associate,22-06-2021,127206,Male,57,PhD
600,Courtney Yates,HR,Analyst,30-08-2020,84962,Female,36,PhD
601,Robert Knight,Sales,Manager,31-01-2016,180653,Male,56,Bachelors
602,Jonathan Macdonald,Marketing,Executive,22-06-2025,111010,Unknown,26,Masters
603,Jennifer Kirk,Finance,Associate,22-10-2018,145375,Unknown,25,Bachelors
604,Karen Henderson,Sales,Manager,14-03-2023,32716,Unknown,30,Bachelors
605,Jenny Oliver,Finance,Intern,31-10-2018,193045,Unknown,59,PhD
606,Mrs. Heather Kerr,Marketing,Executive,02-02-2021,84970,Female,35,Bachelors
607,Leah Martin,Operations,Associate,12-04-2020,41516,Unknown,60,Bachelors
608,David Moore,Sales,Analyst,28-05-2019,83634,Male,25,Bachelors
609,Mary Evans,Operations,Executive,03-11-2020,71505,Female,48,PhD
610,Alicia Montoya,Sales,Manager,28-06-2023,186536,Male,51,Bachelors
611,Juan Robinson,Operations,Manager,27-04-2021,61105,Male,60,PhD
612,Meredith Barker,Operations,Executive,01-12-2024,111579,Male,38,Bachelors
613,Christopher Cox,Sales,Executive,18-08-2018,193324,Male,35,Masters
614,Ashley Collins,Marketing,Intern,25-04-2024,123348,Female,33,Bachelors
615,Sarah Crosby,Marketing,Associate,15-10-2018,39637,Unknown,55,Masters
616,Larry Chapman,Marketing,Executive,24-09-2025,184560,Male,39,Bachelors
617,Brenda Sampson,Finance,Intern,01-10-2020,101537,Female,60,Bachelors
618,Gregory Chan,Sales,Intern,05-06-2022,174401,Unknown,29,PhD
619,Anthony Martinez,Finance,Manager,29-01-2017,197619,Unknown,52,Bachelors
620,Stephanie Morgan,Operations,Associate,24-08-2025,92894,Female,23,Bachelors
621,Shannon Hendricks,Sales,Executive,01-07-2017,59511,Male,30,PhD
622,Stephanie Galloway,IT,Associate,01-12-2019,167152,Male,43,PhD
623,William Zamora,Finance,Associate,07-11-2023,152013,Male,39,PhD
624,Mrs. Jasmine Pena MD,Finance,Analyst,05-11-2021,195750,Unknown,28,Bachelors
625,Joshua Moore,Sales,Intern,26-10-2020,151684,Female,30,Masters
626,Joseph Haynes,Marketing,Associate,13-08-2023,138047,Female,31,Bachelors
627,Danielle Horne,Marketing,Manager,18-06-2024,159716,Male,22,Bachelors
628,Aaron Deleon,Sales,Associate,19-05-2017,35269,Unknown,43,Bachelors
629,Ashley Jackson,Finance,Intern,20-04-2025,169392,Male,43,PhD
630,Erika Tapia,Marketing,Analyst,09-06-2021,168009,Female,36,Bachelors
631,Ashley Mendoza,Finance,Intern,12-02-2019,146278,Male,26,PhD
632,Stephanie Carroll,Operations,Intern,16-08-2020,70860,Male,51,Bachelors
633,Regina Howe,IT,Manager,30-04-2021,138255,Female,51,Bachelors
634,Cindy Williams,Marketing,Manager,05-05-2020,53760,Male,37,Bachelors
635,Christopher Taylor,HR,Intern,23-09-2024,66411,Unknown,55,Bachelors
636,Richard Velez,IT,Associate,20-08-2016,122172,Unknown,25,Bachelors
637,Richard Johnson,Marketing,Analyst,10-10-2020,102394,Female,48,PhD
638,Sarah Webb,HR,Executive,28-09-2025,34136,Male,28,Bachelors
639,Jacob Soto Jr.,HR,Executive,05-08-2020,178344,Unknown,30,Bachelors
640,Cassandra Meyer,Marketing,Analyst,15-11-2015,193991,Female,58,Bachelors
641,Edward Stone,IT,Associate,20-12-2020,81272,Female,43,Bachelors
642,John Barber,Sales,Executive,05-09-2021,62363,Unknown,46,Bachelors
